corpus_id,domain,subdomain,corpus_or_collection,scope_tier,languages,geography_tradition,desired_representation,unit_of_completeness,minimum_complete_package,priority,primary_acquisition_route,agent_can_acquire_without_user_action,user_action_required,digital_availability,preferred_source_or_partner,rights_status,inventory_status,source_url,notes
COR-0058,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Kalpa — Dharmasutra corpus by school,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each school-specific root text, recension and commentary",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0059,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Kalpa — Shulbasutra corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each school-specific root text, recension and commentary",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0060,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Vedanga Jyotisha recensions and commentaries,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each school-specific root text, recension and commentary",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0061,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,"Anukramani, Parishishta, Khila and prayoga corpora by Vedic school",CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each school-specific root text, recension and commentary",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0062,01 Shruti and Vedic,Oral heritage,Complete Vedic recitation audio/video by shakha and patha,CORE,Sanskrit,Pan-Indian,Lossless audio/video plus timed transcript and performer metadata,one shakha × patha × complete text × performer lineage,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Partnership and performer consent; fund recording where no complete archive exists,PARTIAL,Vedic Heritage Portal|Veda pathashalas|private lineages,PERMISSION_REQUIRED,POPULATION_NOT_FULLY_ENUMERATED,https://vedicheritage.gov.in/,"Include samhita, pada, krama, jata, ghana and other vikriti paths where living."
COR-0063,02 Itihasa,Mahabharata Sanskrit,"Mahabharata — BORI Critical Edition, 18 parvans",CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0064,02 Itihasa,Mahabharata Sanskrit,Mahabharata — BORI Critical Edition critical apparatus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0065,02 Itihasa,Mahabharata Sanskrit,Mahabharata — Nilakantha vulgate edition,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0066,02 Itihasa,Mahabharata Sanskrit,Mahabharata — Southern recension editions,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0067,02 Itihasa,Mahabharata Sanskrit,Mahabharata — Northern recension editions,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0068,02 Itihasa,Mahabharata Sanskrit,Harivamsha — BORI Critical Edition,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0069,02 Itihasa,Mahabharata Sanskrit,Harivamsha — vulgate and regional recensions,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0070,02 Itihasa,Mahabharata Sanskrit,Mahabharata khilas and supplementary passages,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_BUY_PHYSICAL_SCAN,NO,Purchase exact edition/volume set and scan; separately request digital/publication rights,PARTIAL_RESTRICTED,BORI|Oriental Institute Baroda|Gita Press|publishers,PERMISSION_REQUIRED_FOR_MODERN_EDITIONS,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0071,02 Itihasa,Mahabharata translations and commentaries,Kisari Mohan Ganguli English translation,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0072,02 Itihasa,Mahabharata translations and commentaries,Manmatha Nath Dutt English translation,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0073,02 Itihasa,Mahabharata translations and commentaries,Bibek Debroy English translation,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0074,02 Itihasa,Mahabharata translations and commentaries,University of Chicago Mahabharata translation series,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0075,02 Itihasa,Mahabharata translations and commentaries,Clay Sanskrit Library Mahabharata volumes,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0076,02 Itihasa,Mahabharata translations and commentaries,Gita Press Hindi Mahabharata,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0077,02 Itihasa,Mahabharata translations and commentaries,Bengali Kashiram Das Mahabharata,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0078,02 Itihasa,Mahabharata translations and commentaries,Odia Sarala Mahabharata,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0079,02 Itihasa,Mahabharata translations and commentaries,Tamil Villibharatam,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0080,02 Itihasa,Mahabharata translations and commentaries,"Telugu Andhra Mahabharatam — Nannaya, Tikkana, Errana",CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0081,02 Itihasa,Mahabharata translations and commentaries,Kannada Kumara Vyasa Bharata,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0082,02 Itihasa,Mahabharata translations and commentaries,Kannada Pampa Bharata,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0083,02 Itihasa,Mahabharata translations and commentaries,Malayalam Bharata traditions,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0084,02 Itihasa,Mahabharata translations and commentaries,Marathi Mahabharata retellings,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
COR-0085,02 Itihasa,Mahabharata translations and commentaries,Gujarati Mahabharata translations,CORE,Sanskrit|English|Hindi|Bengali|Odia|Tamil|Telugu|Kannada|Malayalam|Marathi|Gujarati|Assamese|Nepali|Old Javanese,India and Southeast Asia,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Acquire public-domain editions automatically; user purchases and permissions for protected translations,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,Each named translation/retelling expands to all volumes and editions; copyright route is edition-specific.
